Unnamed: 0_level_0 Rk,Team,Unnamed: 2_level_0 Age,Unnamed: 3_level_0 W,Unnamed: 4_level_0 L,Unnamed: 5_level_0 PW,Unnamed: 6_level_0 PL,Unnamed: 7_level_0 MOV,Unnamed: 8_level_0 SOS,Unnamed: 9_level_0 SRS,Unnamed: 10_level_0 ORtg,Unnamed: 11_level_0 DRtg,Unnamed: 12_level_0 NRtg,Unnamed: 13_level_0 Pace,Unnamed: 14_level_0 FTr,Unnamed: 15_level_0 3PAr,Unnamed: 16_level_0 TS%,Unnamed: 17_level_0 Unnamed: 17_level_1,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Unnamed: 22_level_0 Unnamed: 22_level_1,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,Unnamed: 27_level_0 Unnamed: 27_level_1,Unnamed: 28_level_0 Arena,Unnamed: 29_level_0 Attend.,Unnamed: 30_level_0 Attend./G,Season
12,Indiana Pacers*,26.2,48,34,45,37,1.38,-0.20,1.18,109.5,108.1,+1.4,96.0,.222,.284,.557,,.525,12.3,22.7,.173,,.527,14.2,76.2,.174,,Bankers Life Fieldhouse,658119,16052,2017-18
13,New Orleans Pelicans*,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,,.541,13.3,20.0,.183,,.513,12.5,76.7,.175,,Smoothie King Center,673920,16437,2017-18
14,Cleveland Cavaliers*,30.6,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,+1.0,98.0,.275,.379,.584,,.547,12.6,20.1,.214,,.540,12.2,77.3,.166,,Quicken Loans Arena,843042,20562,2017-18
15,Washington Wizards*,26.9,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,+0.6,96.6,.254,.310,.560,,.525,13.3,23.5,.196,,.522,13.6,77.1,.212,,Capital One Arena,739302,18032,2017-18
16,Miami Heat*,26.5,44,38,42,40,0.48,-0.33,0.15,106.8,106.3,+0.5,95.6,.229,.358,.551,,.520,13.3,21.5,.173,,.507,13.1,79.0,.215,,AmericanAirlines Arena,804850,19630,2017-18
17,Charlotte Hornets,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,,.508,11.4,22.2,.233,,.532,12.4,80.7,.165,,Spectrum Center,671404,16376,2017-18
18,Los Angeles Clippers,27.0,42,40,41,41,0.04,0.11,0.15,110.3,110.2,+0.1,98.7,.299,.314,.564,,.527,13.2,23.5,.222,,.520,12.6,76.1,.203,,STAPLES Center,697812,17020,2017-18
19,Detroit Pistons,25.9,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,.227,.333,.543,,.512,12.3,22.7,.169,,.524,13.7,78.5,.172,,Little Caesars Arena,713945,17413,2017-18
20,Milwaukee Bucks*,25.9,44,38,40,42,-0.30,-0.15,-0.45,109.8,110.1,-0.3,96.3,.281,.297,.571,,.531,12.9,20.4,.220,,.528,14.2,75.9,.220,,BMO Harris Bradley Center,685303,16856,2017-18
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2017-18
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2017-18
21,Los Angeles Lakers,23.7,35,47,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,.264,.329,.548,,.517,13.8,23.6,.188,,.514,12.5,77.7,.190,,STAPLES Center,776327,18935,2017-18
22,Dallas Mavericks,27.7,24,58,33,49,-3.04,0.34,-2.70,106.3,109.5,-3.2,95.6,.217,.382,.544,,.513,11.5,18.0,.166,,.532,12.8,78.9,.193,,American Airlines Center,811453,19792,2017-18
23,New York Knicks,26.3,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,.216,.266,.544,,.510,13.3,24.1,.170,,.522,12.1,76.7,.208,,Madison Square Garden (IV),792608,19332,2017-18
24,Brooklyn Nets,25.1,28,54,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,.260,.411,.551,,.514,13.6,21.0,.201,,.517,11.0,77.0,.201,,Barclays Center,640010,15376,2017-18
25,Orlando Magic,25.6,25,57,28,54,-4.82,-0.10,-4.92,105.2,110.1,-4.9,98.1,.238,.342,.545,,.512,13.3,20.0,.180,,.525,12.8,75.6,.187,,Amway Center,734531,17915,2017-18
26,Atlanta Hawks,25.4,24,58,27,55,-5.45,0.15,-5.30,105.0,110.6,-5.6,98.3,.236,.363,.547,,.512,14.1,21.1,.185,,.536,13.6,76.2,.183,,Philips Arena,590769,14409,2017-18
27,Memphis Grizzlies,26.0,22,60,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,.255,.317,.539,,.500,14.0,22.4,.201,,.529,13.8,76.5,.256,,FedEx Forum,653863,15948,2017-18
28,Chicago Bulls,24.4,27,55,23,59,-7.04,0.20,-6.84,103.8,110.9,-7.1,98.3,.216,.350,.529,,.497,12.6,20.6,.164,,.542,12.4,80.6,.184,,United Center,851824,20776,2017-18
29,Sacramento Kings,26.4,27,55,23,59,-6.99,0.39,-6.60,103.7,111.1,-7.4,94.9,.194,.278,.529,,.502,12.8,21.5,.143,,.542,13.5,77.6,.199,,Golden 1 Center,714680,17431,2017-18
30,Phoenix Suns,23.7,21,61,19,63,-9.37,0.57,-8.80,103.5,112.9,-9.4,100.3,.275,.320,.532,,.495,13.9,22.5,.203,,.533,11.9,76.5,.212,,Talking Stick Resort Arena,690576,16843,2017-18
1,Milwaukee Bucks*,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,+8.6,103.3,.255,.419,.583,,.550,12.0,20.8,.197,,.503,11.5,80.3,.162,,Fiserv Forum,721692,17602,2018-19
2,Golden State Warriors*,28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,+6.4,100.9,.227,.384,.596,,.565,12.6,22.5,.182,,.508,11.7,77.1,.205,,Oracle Arena,803436,19596,2018-19
3,Toronto Raptors*,27.3,58,24,56,26,6.09,-0.60,5.49,113.1,107.1,+6.0,100.2,.247,.379,.579,,.543,12.4,21.9,.198,,.509,13.1,77.1,.190,,Scotiabank Arena,812822,19825,2018-19
4,Utah Jazz*,27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,+5.2,100.3,.295,.394,.572,,.538,13.4,22.9,.217,,.507,12.4,80.3,.189,,Vivint Smart Home Arena,750546,18306,2018-19
5,Houston Rockets*,29.2,53,29,53,29,4.77,0.19,4.96,115.5,110.7,+4.8,97.9,.279,.519,.581,,.542,12.0,22.8,.221,,.525,13.4,74.4,.210,,Toyota Center,740392,18058,2018-19
6,Boston Celtics*,25.7,49,33,52,30,4.44,-0.54,3.90,112.2,107.8,+4.4,99.6,.215,.381,.567,,.534,11.5,21.6,.173,,.514,13.4,77.0,.198,,TD Garden,763584,18624,2018-19
7,Portland Trail Blazers*,26.2,53,29,51,31,4.20,0.24,4.43,114.7,110.5,+4.2,99.1,.258,.339,.568,,.528,12.1,26.6,.210,,.516,11.0,77.9,.195,,Moda Center,799345,19496,2018-19
8,Denver Nuggets*,24.9,54,28,51,31,3.95,0.24,4.19,113.0,108.9,+4.1,97.7,.232,.348,.558,,.527,11.9,26.6,.175,,.521,12.3,78.0,.194,,Pepsi Center,756457,18450,2018-19
9,Indiana Pacers*,27.0,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,+3.4,98.1,.242,.292,.561,,.530,12.4,21.9,.182,,.516,14.1,76.2,.184,,Bankers Life Fieldhouse,689310,16812,2018-19
10,Oklahoma City Thunder*,25.7,49,33,50,32,3.40,0.15,3.56,110.3,107.0,+3.3,102.8,.266,.347,.545,,.514,11.7,26.0,.190,,.523,14.4,78.2,.206,,Chesapeake Energy Arena,746323,18203,2018-19
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2018-19
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2018-19
11,Philadelphia 76ers*,26.4,51,31,48,34,2.70,-0.44,2.25,112.6,110.0,+2.6,101.6,.312,.342,.574,,.532,12.9,24.5,.241,,.512,11.1,78.6,.206,,Wells Fargo Center,838342,20447,2018-19
12,San Antonio Spurs*,28.8,48,34,45,37,1.68,0.12,1.80,112.9,111.2,+1.7,98.3,.237,.286,.572,,.534,11.0,21.0,.194,,.528,11.0,79.4,.170,,AT&T Center,750616,18308,2018-19
13,Los Angeles Clippers*,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,+0.9,101.7,.326,.295,.575,,.529,12.7,22.0,.258,,.514,11.4,76.0,.224,,STAPLES Center,710327,17325,2018-19
14,Orlando Magic*,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,+0.8,98.1,.216,.360,.550,,.518,11.9,22.0,.168,,.515,11.8,79.7,.186,,Amway Center,720024,17431,2018-19
15,Brooklyn Nets*,25.4,42,40,41,41,-0.07,-0.33,-0.40,109.6,109.7,-0.1,100.8,.284,.403,.556,,.520,13.0,23.8,.211,,.512,11.6,76.4,.190,,Barclays Center,612597,14941,2018-19
16,Detroit Pistons*,26.9,41,41,40,42,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,.262,.394,.544,,.509,12.3,24.8,.195,,.526,12.8,78.7,.211,,Little Caesars Arena,675963,16487,2018-19
17,Miami Heat,27.0,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,.247,.368,.542,,.515,13.1,24.8,.172,,.510,12.7,77.6,.201,,AmericanAirlines Arena,805264,19641,2018-19
18,Sacramento Kings,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,.244,.321,.554,,.524,11.5,23.1,.177,,.533,13.6,75.5,.207,,Golden 1 Center,700975,17097,2018-19
19,Charlotte Hornets,26.6,39,43,38,44,-1.10,-0.22,-1.32,111.4,112.5,-1.1,98.7,.257,.378,.554,,.514,10.9,21.7,.205,,.538,12.1,77.1,.179,,Spectrum Center,676570,16502,2018-19
20,New Orleans Pelicans,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,,.529,12.6,24.1,.193,,.532,11.6,76.8,.193,,Smoothie King Center,656183,16004,2018-19
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2018-19
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2018-19
21,Dallas Mavericks,26.9,33,49,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,.291,.422,.555,,.519,12.7,22.7,.216,,.522,11.6,77.5,.191,,American Airlines Center,820569,20014,2018-19
22,Minnesota Timberwolves,26.2,36,46,37,45,-1.50,0.48,-1.02,111.4,112.9,-1.5,100.2,.267,.315,.552,,.511,11.4,24.6,.210,,.538,12.9,74.9,.190,,Target Center,627543,15306,2018-19
23,Los Angeles Lakers,26.2,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,.257,.342,.554,,.527,13.4,22.2,.180,,.516,12.2,76.4,.192,,STAPLES Center,778877,18997,2018-19
24,Memphis Grizzlies,27.7,33,49,34,48,-2.60,0.51,-2.08,106.1,108.8,-2.7,96.6,.272,.342,.548,,.508,12.9,20.0,.210,,.521,13.9,77.6,.232,,FedEx Forum,638332,15569,2018-19
25,Washington Wizards,26.5,32,50,34,48,-2.90,-0.40,-3.30,111.1,113.9,-2.8,101.4,.266,.370,.567,,.531,12.3,21.3,.204,,.546,13.5,74.1,.199,,Capital One Arena,716996,17448,2018-19
26,Atlanta Hawks,25.1,29,53,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,.255,.403,.555,,.522,14.3,24.7,.192,,.541,12.8,76.4,.237,,State Farm Arena,628440,15328,2018-19
27,Chicago Bulls,24.0,22,60,21,61,-8.41,0.10,-8.32,104.8,113.2,-8.4,99.0,.235,.295,.541,,.505,12.7,19.4,.184,,.541,11.9,77.3,.188,,United Center,823475,20085,2018-19
28,New York Knicks,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,.270,.334,.529,,.490,12.4,22.1,.205,,.533,11.7,76.1,.203,,Madison Square Garden (IV),779087,19002,2018-19
29,Phoenix Suns,24.0,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,.259,.335,.552,,.514,13.8,20.5,.202,,.545,13.5,72.5,.236,,Talking Stick Resort Arena,627023,15293,2018-19
30,Cleveland Cavaliers,25.2,19,63,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,.236,.332,.540,,.503,12.2,23.7,.187,,.564,11.5,77.0,.181,,Quicken Loans Arena,793337,19350,2018-19
1,Milwaukee Bucks*,29.2,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,+9.5,105.1,.271,.428,.583,,.552,12.9,20.7,.201,,.489,12.0,81.6,.178,,Fiserv Forum,549036,17711,2019-20
2,Boston Celtics*,25.3,48,24,50,22,6.31,-0.47,5.83,113.3,107.0,+6.3,99.5,.259,.386,.570,,.531,12.2,23.9,.207,,.509,13.5,77.4,.215,,TD Garden,610864,19090,2019-20
3,Los Angeles Clippers*,27.4,49,23,50,22,6.44,0.21,6.66,113.9,107.6,+6.3,101.5,.295,.375,.577,,.535,12.6,23.5,.233,,.506,12.2,77.6,.206,,STAPLES Center,610176,19068,2019-20
4,Toronto Raptors*,26.6,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,+6.1,100.9,.264,.421,.574,,.536,13.1,21.3,.210,,.502,14.6,76.7,.202,,Scotiabank Arena,633456,19796,2019-20
5,Los Angeles Lakers*,29.5,52,19,48,23,5.79,0.49,6.28,112.0,106.3,+5.7,100.9,.276,.358,.573,,.542,13.3,24.5,.201,,.515,14.1,78.8,.205,,STAPLES Center,588907,18997,2019-20
6,Dallas Mavericks*,26.1,43,32,49,26,4.95,-0.07,4.87,116.7,111.7,+5.0,99.3,.264,.457,.581,,.545,11.2,23.2,.206,,.525,10.6,77.7,.175,,American Airlines Center,682096,20062,2019-20
7,Miami Heat*,25.9,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,+3.0,98.3,.299,.419,.587,,.547,13.5,20.3,.234,,.523,12.6,79.5,.213,,AmericanAirlines Arena,629771,19680,2019-20
8,Houston Rockets*,29.2,44,28,42,30,2.96,0.17,3.13,112.9,110.1,+2.8,103.7,.288,.501,.578,,.537,12.6,21.0,.228,,.529,13.7,75.6,.197,,Toyota Center,578458,18077,2019-20
9,Utah Jazz*,27.3,44,28,42,30,2.47,0.05,2.52,112.3,109.9,+2.4,98.6,.268,.414,.585,,.549,13.7,21.6,.208,,.518,11.1,78.9,.185,,Vivint Smart Home Arena,567486,18306,2019-20
10,Philadelphia 76ers*,26.3,43,30,42,31,2.38,-0.13,2.25,111.3,109.0,+2.3,99.0,.255,.360,.566,,.534,12.7,23.9,.193,,.523,12.5,80.3,.214,,Wells Fargo Center,639491,20629,2019-20
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2019-20
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2019-20
11,Denver Nuggets*,25.6,46,27,41,32,2.11,0.24,2.35,113.1,111.0,+2.1,97.1,.235,.344,.567,,.535,12.3,24.8,.183,,.533,12.9,76.8,.198,,Pepsi Center,633153,19186,2019-20
12,Indiana Pacers*,25.6,45,28,41,32,1.96,-0.33,1.63,110.0,108.0,+2.0,98.9,.216,.317,.565,,.534,12.0,20.0,.170,,.511,13.0,76.7,.192,,Bankers Life Fieldhouse,529002,16531,2019-20
13,Oklahoma City Thunder*,25.5,44,28,41,31,1.99,0.34,2.33,110.8,108.8,+2.0,98.8,.290,.353,.573,,.530,12.4,19.3,.231,,.518,12.6,76.8,.173,,Chesapeake Energy Arena,600699,18203,2019-20
14,Phoenix Suns,24.6,34,39,37,36,0.22,0.35,0.56,111.7,111.4,+0.3,101.3,.271,.361,.576,,.532,13.0,22.2,.226,,.539,13.7,78.8,.221,,Talking Stick Resort Arena,550633,15606,2019-20
15,Brooklyn Nets*,26.3,35,37,35,37,-0.57,-0.44,-1.01,108.9,109.5,-0.6,101.4,.267,.423,.554,,.520,13.1,23.2,.199,,.511,11.0,77.8,.187,,Barclays Center,524907,16403,2019-20
16,Orlando Magic*,26.1,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,-1.0,98.6,.256,.364,.544,,.506,11.5,22.3,.198,,.535,13.2,79.1,.176,,Amway Center,529870,17093,2019-20
17,San Antonio Spurs,27.6,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,.262,.318,.572,,.531,11.2,20.1,.212,,.542,11.7,79.2,.193,,AT&T Center,550515,18351,2019-20
18,Memphis Grizzlies,24.1,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,.240,.346,.561,,.528,13.2,23.0,.183,,.521,12.7,77.8,.217,,FedEx Forum,523297,15857,2019-20
19,Portland Trail Blazers*,27.5,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,.242,.374,.570,,.533,11.2,22.4,.194,,.530,11.2,75.3,.208,,Moda Center,628303,19634,2019-20
20,New Orleans Pelicans,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,,.539,13.9,24.2,.186,,.532,12.4,77.8,.212,,Smoothie King Center,528172,16505,2019-20
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2019-20
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2019-20
21,Sacramento Kings,27.0,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,-2.0,98.9,.230,.395,.566,,.534,13.0,21.9,.177,,.543,13.6,78.4,.225,,Golden 1 Center,520663,16796,2019-20
22,Chicago Bulls,24.4,22,43,26,39,-3.08,-0.93,-4.00,106.7,109.8,-3.1,99.7,.231,.396,.547,,.515,13.7,22.8,.175,,.546,16.3,75.6,.239,,United Center,639352,18804,2019-20
23,Detroit Pistons,25.9,20,46,26,40,-3.56,-0.82,-4.38,109.0,112.7,-3.7,97.6,.261,.381,.561,,.529,13.8,22.6,.194,,.541,12.7,75.9,.186,,Little Caesars Arena,509469,15294,2019-20
24,Minnesota Timberwolves,24.8,19,45,24,40,-4.30,0.28,-4.02,108.1,112.2,-4.1,103.4,.277,.433,.551,,.514,13.0,22.1,.209,,.541,13.2,77.2,.218,,Target Center,482112,15066,2019-20
25,Washington Wizards,25.1,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,.270,.358,.562,,.523,12.2,22.2,.213,,.558,13.9,75.3,.231,,Capital One Arena,532702,16647,2019-20
26,New York Knicks,24.5,21,45,20,46,-6.45,-0.26,-6.72,106.5,113.0,-6.5,98.6,.263,.318,.531,,.501,12.6,25.8,.182,,.541,12.4,78.3,.224,,Madison Square Garden (IV),620789,18812,2019-20
27,Charlotte Hornets,24.3,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,.252,.399,.539,,.504,13.3,23.9,.188,,.546,13.1,74.4,.159,,Spectrum Center,478591,15428,2019-20
28,Atlanta Hawks,24.1,20,47,18,49,-7.97,0.27,-7.71,107.2,114.8,-7.6,103.0,.258,.398,.554,,.515,13.8,21.6,.204,,.543,12.7,74.9,.233,,State Farm Arena,545453,16043,2019-20
29,Cleveland Cavaliers,25.0,19,46,18,47,-7.89,0.12,-7.77,107.5,115.4,-7.9,98.7,.227,.362,.553,,.522,14.6,24.6,.172,,.560,11.7,77.4,.164,,Rocket Mortgage Fieldhouse,643008,17861,2019-20
30,Golden State Warriors,24.4,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,.264,.355,.540,,.497,13.2,21.5,.212,,.553,13.7,76.4,.193,,Chase Center,614176,18064,2019-20
1,Utah Jazz*,28.5,52,20,55,17,9.25,-0.29,8.97,117.6,108.3,+9.3,98.5,.244,.488,.597,,.563,12.7,24.5,.195,,.507,10.3,79.3,.159,,Vivint Smart Home Arena,151300,4203,2020-21
2,Los Angeles Clippers*,28.8,47,25,49,23,6.18,-0.16,6.02,117.6,111.2,+6.4,96.9,.222,.400,.599,,.564,12.2,22.7,.186,,.531,11.9,79.1,.186,,STAPLES Center,13901,386,2020-21
3,Phoenix Suns*,26.6,51,21,49,23,5.82,-0.15,5.67,117.2,111.3,+5.9,97.2,.212,.392,.597,,.564,11.5,20.8,.177,,.534,12.4,78.5,.194,,Phoenix Suns Arena,104027,2890,2020-21
4,Milwaukee Bucks*,28.1,46,26,48,24,5.89,-0.32,5.57,117.2,111.4,+5.8,102.2,.233,.404,.593,,.566,12.0,23.3,.177,,.536,11.5,79.7,.157,,Fiserv Forum,64780,1799,2020-21
5,Philadelphia 76ers*,27.1,49,23,48,24,5.58,-0.31,5.28,113.2,107.6,+5.6,99.5,.293,.347,.579,,.541,12.8,23.2,.225,,.521,13.8,78.2,.200,,Wells Fargo Center,68583,1905,2020-21
6,Denver Nuggets*,26.1,47,25,47,25,4.93,-0.11,4.82,117.1,112.1,+5.0,97.1,.219,.383,.588,,.557,12.1,24.7,.176,,.545,12.9,78.9,.200,,Ball Arena,54563,1516,2020-21
7,Brooklyn Nets*,28.2,48,24,46,26,4.50,-0.27,4.24,118.3,113.8,+4.5,99.5,.258,.413,.610,,.575,12.2,21.4,.208,,.531,11.1,77.3,.187,,Barclays Center,30491,847,2020-21
8,Los Angeles Lakers*,28.2,42,30,42,30,2.79,-0.03,2.77,109.9,107.1,+2.8,98.7,.271,.363,.569,,.536,13.6,22.5,.200,,.526,13.7,79.7,.184,,STAPLES Center,23313,648,2020-21
9,Dallas Mavericks*,26.3,42,30,41,31,2.26,-0.01,2.26,115.4,113.0,+2.4,97.3,.242,.436,.582,,.550,11.1,21.1,.189,,.534,11.5,77.8,.197,,American Airlines Center,94849,2635,2020-21
10,New York Knicks*,25.6,41,31,41,31,2.31,-0.18,2.13,110.6,108.2,+2.4,95.9,.242,.347,.559,,.524,11.9,21.9,.190,,.509,11.7,78.6,.196,,Madison Square Garden (IV),42131,1170,2020-21
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2020-21
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2020-21
11,Atlanta Hawks*,25.4,41,31,41,31,2.32,-0.18,2.14,115.7,113.3,+2.4,97.6,.278,.382,.581,,.539,11.9,24.4,.226,,.530,11.1,77.8,.190,,State Farm Arena,59288,1647,2020-21
12,Portland Trail Blazers*,27.4,42,30,40,32,1.79,0.01,1.81,117.8,116.0,+1.8,98.4,.238,.448,.577,,.540,9.9,23.0,.195,,.546,11.2,77.5,.203,,Moda Center,5817,162,2020-21
13,Boston Celtics*,25.1,36,36,39,33,1.46,-0.14,1.32,114.0,112.5,+1.5,98.3,.234,.409,.574,,.543,12.5,24.3,.181,,.539,12.8,78.1,.215,,TD Garden,30067,835,2020-21
14,Golden State Warriors,26.7,39,33,38,34,1.06,0.04,1.10,111.1,110.1,+1.0,102.2,.239,.439,.583,,.551,13.3,17.9,.188,,.522,13.1,76.6,.223,,Chase Center,33457,929,2020-21
15,Memphis Grizzlies*,24.2,38,34,38,34,1.03,0.04,1.07,112.0,111.0,+1.0,100.4,.232,.342,.560,,.528,11.6,24.2,.179,,.535,13.1,78.3,.196,,FedEx Forum,61449,1707,2020-21
16,Miami Heat*,27.4,40,32,36,36,0.03,-0.09,-0.06,111.2,111.2,0.0,96.6,.252,.432,.581,,.546,13.1,19.4,.199,,.542,13.8,77.9,.183,,AmericanAirlines Arena,,,2020-21
17,Indiana Pacers,26.5,34,38,36,36,-0.04,-0.08,-0.13,112.4,112.4,0.0,101.6,.227,.372,.575,,.542,11.9,20.2,.180,,.531,12.7,74.9,.201,,Bankers Life Fieldhouse,,,2020-21
18,New Orleans Pelicans,24.8,31,41,35,37,-0.29,0.10,-0.20,113.5,113.8,-0.3,100.1,.293,.342,.570,,.537,12.7,26.3,.214,,.550,11.9,80.0,.186,,Smoothie King Center,93120,2587,2020-21
19,Toronto Raptors,26.6,27,45,35,37,-0.47,-0.07,-0.54,112.0,112.5,-0.5,99.2,.241,.444,.567,,.529,11.9,20.8,.196,,.543,14.4,76.3,.234,,Amalie Arena,26024,723,2020-21
20,Chicago Bulls,25.6,31,41,34,38,-0.89,-0.05,-0.94,111.1,112.0,-0.9,99.0,.197,.383,.575,,.547,13.6,22.3,.156,,.538,11.6,80.3,.196,,United Center,13655,379,2020-21
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2020-21
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2020-21
21,San Antonio Spurs,26.2,33,39,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,.243,.314,.554,,.517,10.2,20.0,.192,,.541,11.8,77.3,.174,,AT&T Center,61053,1696,2020-21
22,Washington Wizards*,26.6,34,38,32,40,-1.83,-0.01,-1.85,111.2,113.0,-1.8,104.1,.288,.319,.569,,.531,12.3,21.3,.221,,.539,12.5,77.6,.217,,Capital One Arena,19198,533,2020-21
23,Charlotte Hornets,24.6,33,39,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,.238,.422,.564,,.532,13.3,23.5,.181,,.550,13.2,75.7,.163,,Spectrum Center,68255,1896,2020-21
24,Sacramento Kings,25.6,31,41,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,.248,.376,.578,,.549,12.0,21.3,.185,,.557,12.1,75.0,.199,,Golden 1 Center,,,2020-21
